,fdc_id,data_type,description,food_category_id,publication_date,brand_owner,brand_name,subbrand_name,gtin_upc,ingredients,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,branded_food_category,data_source,package_weight,modified_date,available_date,market_country,discontinued_date,preparation_state_code,trade_channel,short_description
6537,1994818,branded_food,"QUESO FRESCO FRESH CHEESE, QUESO FRESCO",,2021-07-29,"Mirage Overseas, Ltd.",ALIANA PRODUCE,,701822701518,"PASTEURIZED MILK, CHEESE CULTURES, SALT, TITANIUM DIOXIDE, SORBATIC ACID, ENZYMES.",,28.0,g,,Cheese,LI,16 Oz,2021-03-23,2021-07-29,United States,,,,
6538,1995013,branded_food,"NEAPOLITAN CHOCOLATE, VANILLA, STRAWBERRY ICE CREAM, NEAPOLITAN",,2021-07-29,Belfonte Ice Cream,BELFONTE,,83057910294,"MILK AND CREAM, SUCROSE, WATER, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP, COCOA (PROCESSED WITH ALKALI), SWEET WHEY (MILK), NON FAT DRY MILK, PROPYLENE GLYCOL MONOESTERS, MONO & DIGLYCERIDES, GUAR GUM, CELLULOSE GUM, CARRAGEENAN, NATURAL & ARTIFICIAL FLAVOR, CITRIC ACID, MALIC ACID, CARAMEL COLOR, SULFITES, FD&C RED #40, FD&C BLUE #1, ANNATTO EXTRACT (COLOR).",,89.0,g,,Ice Cream & Frozen Yogurt,LI,1.5 QUART/1.41 L,2021-03-19,2021-07-29,United States,,,,
6541,1995747,branded_food,"ORGANIC, CHOCOLATE FRUIT AND NUT ORGANIC DARK CHOCOLATE CHIPS, DRY ROASTED PEANUTS, DARK CHOCOLATE RAISINS, PUMPKIN SEEDS, RAISINS, ALMONDS, CRANBERRIES, HULLED SUNFLOWER SEEDS, APPLES MIX, CHOCOLATE FRUIT AND NUT",,2021-07-29,Wakefern Food Corporation,SHOPRITE,WHOLESOME PANTRY,41190055043,"ORGANIC DARK CHOCOLATE CHIPS (ORGANIC CANE SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC SOY LECITHIN [AN EMULSIFIER], ORGANIC VANILLA EXTRACT), ORGANIC DRY ROASTED PEANUTS, ORGANIC DARK CHOCOLATE RAISINS (ORGANIC DARK CHOCOLATE [ORGANIC SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC SOY LECITHIN {AN EMULSIFIER}, ORGANIC VANILLA FLAVOR], ORGANIC RAISINS, WATER, ORGANIC MALTODEXTRIN, ORGANIC CONFECTIONER'S GLAZE, ORGANIC SUGAR, ORGANIC SUNFLOWER OIL), ORGANIC SHELLED PUMPKIN SEEDS, ORGANIC RAISINS (COATED WITH ORGANIC SUNFLOWER OIL), ORGANIC ALMONDS, ORGANIC DRIED CRANBERRIES (ORGANIC CRANBERRIES, ORGANIC CANE SUGAR, ORGANIC SUNFLOWER OIL), ORGANIC HULLED SUNFLOWER SEEDS, ORGANIC APPLES.",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,8 oz/227 g,2021-06-09,2021-07-29,United States,,,,
6543,1996299,branded_food,"CASHEW CRANBERRY ALMOND TRAIL MIX WITH DRIED SWEETENED CRANBERRIES, RAW ALMONDS & CASHEWS, CASHEW CRANBERRY ALMOND",,2021-07-29,Target Stores,GOOD & GATHER,,85239156971,"DRIED SWEETENED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL), ALMONDS, CASHEWS.",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,10 oz/283 g,2021-05-20,2021-07-29,United States,,,,
6544,1996602,branded_food,"SALTED ROASTED PEANUTS, SALTED",,2021-07-29,CADIA Everyday,CADIA,,810057552984,"PEANUTS [PEANUTS, CANOLA OIL, SALT].",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,7 oz/198 g,2021-05-20,2021-07-29,United States,,,,
6548,1996986,branded_food,"STRAWBERRY LEMONADE SORBET, STRAWBERRY LEMONADE",,2021-07-29,Tin Pot Group,TIN POT CREAMERY,,811172030296,"SIMPLE SYRUP (EVAPORATED CANE JUICE), LEMON JUICE, LEMON PULP, STRAWBERRY PUREE, KOSHER SALT",,158.0,ml,,Ice Cream & Frozen Yogurt,LI,14 fl oz/414 ml,2021-05-27,2021-07-29,United States,,,,
6551,1998101,branded_food,"SALTED RANCH FLAVORED ROASTED SUNFLOWER SEEDS, SALTED RANCH",,2021-07-29,"Ahold USA, Inc. ",AHOLD,,688267543883,"SUNFLOWER SEEDS, SALT, RANCH SEASONING (MALTODEXTRIN, BUTTERMILK POWDER, SALT, ONION POWDER, SUGAR, TOMATO POWDER, AUTOLYZED YEAST EXTRACT, GARLIC POWDER, SPICE, SOYBEAN OIL [AS A PROCESSING AID], SPINACH POWDER, NATURAL FLAVOR, CONTAINS 2% OR LESS OF SILICON DIOXIDE [ADDED TO PREVENT CAKING]).",,30.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,5.25 OZ/149 g,2021-06-18,2021-07-29,United States,,,,
6554,1999054,branded_food,"CHEESE & SESAME FLAVORED CROUTONS, CHEESE & SESAME",,2021-07-29,"Nli, LLC",PAMPA,,810036560122,"WHEAT FLOUR, OLIVE OIL, SESAME SEEDS, SUNFLOWER OIL, SALT, DEXTROSE, WHEAT GLUTEN, WHEY, YEAST, BARLEY MALT EXTRACT, SUGAR CHEESE POWDER (MILK, SALT, RENNET, YEAST, WHEY), MONOSODUM GLUTAMATE (FLAVOR ENHACER), ONION POWDER, MILK POWDER, MATURE CHEDDAR CHEESE POWER, GARLIC POWDER, YEAST EXTRACT (YEAST EXTRACT, SALT, CARRIER (SUNFLOWER OIL), NATURAL AND ARTIFICIAL FLAVORING PREPARATIONS (CHEESE, CARRIER (POTATO MALTODEXTRIN, COCONUT OIL, RAPESEED OIL), WHEY PROTEIN, ASCORBIC ACID (ANTIOXIDANT).",,7.0,g,,Breads & Buns,LI,4 OZ/114 g,2021-06-18,2021-07-29,United States,,,,
6556,1999268,branded_food,"ORIGINAL FORK-SPLIT ENGLISH MUFFINS, ORIGINAL",,2021-07-29,Nash Finch Company,OUR FAMILY,,70253002571,"ENRICHED FOUR WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, WATER YEAST, DEGERMINATED YELLOW COR MEAL, DEGERMINATED YELLOW CORN FLOUR, CONTAINS LESS THAN 2% OF EACH OF THE FOLLOWING: WHEAT GLUTEN, SUGAR, SALT, VINEGAR, SOYBEAN OIL, CALCIUM PROPIONATE (A PRESERVATIVE), FUMARIC ACID, DATEM, POTASSIUM SORBATE (A PRESERVATIVE), HYDROGENATED SOYBEAN OIL, ASCORBIC ACID (DOUGH CONDITIONER), ENZYMES.",,57.0,g,,Breads & Buns,LI,12 OZ/340 g,2021-06-18,2021-07-29,United States,,,,
6560,2008102,branded_food,"STRAWBERRY SWIRL GREEK FROZEN YOGURT SWIRLED WITH STRAWBERRY REVEL, STRAWBERRY SWIRL",,2021-10-28,"Supervalu, Inc.",ALBERTSONS,,41163494886,"MILK, SUGAR, CREAM, STRAWBERRY RIBBON (STRAWBERRIES, SUGAR, WATER, NATURAL FLAVORS, PECTIN, CITRIC ACID, PHOSPHORIC ACID, CALCIUM CHLORIDE, STRAWBERRY JUICE CONCENTRATE, CHERRY JUICE CONCENTRATE, BLUE 1, RED 40), YOGURT BASE [WHEY PROTEIN CONCENTRATE, CULTURED DAIRY SOLIDS (WHEY PROTEIN CONCENTRATE, WHEY POWDER, NONFAT DRY MILK, NATURAL FLAVOR), MILK PROTEIN CONCENTRATE, SODIUM CITRATE, NATURAL FLAVORS}, CORN SYRUP, CONTAINS 2% OR LESS OF VANILLA EXTRACT, NATURAL FLAVOR, CELLULOSE GEL, CELLULOSE GUM, CARRAGEENAN, MONO AND DIGLYCERIDES.",,73.0,g,,Ice Cream & Frozen Yogurt,LI,1.5 Quart/1.4 L,2021-02-13,2021-10-28,United States,,,,
6562,2008749,branded_food,"HARRIS TEETER, ORGANICS, CHOCOLATE CHIP COOKIE",,2021-10-28,Harris-Teeter Inc.,HARRIS TEETER,,72036705327,"ORGANIC WHEAT FLOUR, ORGANIC BUTTER (ORGANIC CREAM [MILK], SALT), ORGANIC CHOCOLATE CHIPS (ORGANIC SUGAR, ORGANIC CHOCOLATE LIQUOR, ORGANIC COCOA BUTTER, ORGANIC DEXTROSE, ORGANIC SOY LECITHIN [EMULSIFIER]), ORGANIC CANE SUGAR, ORGANIC EXPELLER PRESSED SUNFLOWER OIL, ORGANIC EGG WHITES, ORGANIC VANILLA WITH OTHER NATURAL FLAVORS, ORGANIC MOLASSES, BAKING SODA, SEA SALT.",,27.0,g,,Cookies & Biscuits,LI,,2018-05-21,2021-10-28,United States,,,,
6565,2009130,branded_food,"LEMONHEAD, LEMON CANDY",,2021-10-28,Ferrara Candy Company,LEMONHEAD,,41420052644,"SUGAR, CORN SYRUP, CITRIC ACID, LEMON JUICE FROM CONCENTRATE, CONFECTIONER'S GLAZE (SHELLAC), NATURAL AND ARTIFICIAL FLAVOR, ACACIA (GUM ARABIC), MODIFIED FOOD STARCH (CORN), CARNAUBA WAX*, YELLOW 5, WHITE MINERAL OIL*.",,14.0,g,,Candy,LI,5.5 oz/156 g,2018-08-03,2021-10-28,United States,,,,
6566,2009287,branded_food,SESAME SEEDS BRITTLE,,2021-10-28,Las Trojes,LAS TROJES,,661444000065,"SESAME SEEDS, SUGAR. ",,57.0,g,,Candy,LI,2 oz/57 g,2018-04-29,2021-10-28,United States,,,,
6572,2010129,branded_food,"HUMBLES, RED PEPPER BAKED HUMMUS CHIPS",,2021-10-28,Good Health Natural Products Inc.,HUMBLES,,755355103011,"CHICKPEA (CHICKPEA (GARBANZO BEAN) FLOUR, RICE FLOUR, SALT), DRIED SESAME SEEDS-WHOLE, SUNFLOWER SEED OIL, ROASTED RED PEPPER SEASONING (WHEY, RED BELL PEPPER, SALT, SUGAR, TORULA YEAST, GARLIC POWDER, PARMESAN CHEESE (PASTEURIZED MILK, CHEESE CULTURES, SALT, ENZYMES), ONION POWDER, CULTURED NONFAT MILK, CANOLA OIL, PARSLEY, SPICE, NATURAL FLAVOR, SODIUM CITRATE, CORN SYRUP, SOY SAUCE, (SOYBEANS, WHEAT, SALT), MALTODEXTRIN, YEAST EXTRACT AND MODIFIED FOOD STARCH.)",,28.0,g,,"Chips, Pretzels & Snacks",LI,3.5 oz/99 g,2018-06-06,2021-10-28,United States,,,,
6588,2013277,branded_food,"SWEET GHERKINS, SWEET",,2021-10-28,Wakefern Food Corporation,SHOPRITE,,41190005895,"CUCUMBERS, HIGH FRUCTOSE CORN SYRUP, WATER, VINEGAR, SALT, CALCIUM CHLORIDE (FIRMING AGENT), ALUM, SODIUM BENZOATE (PRESERVATIVE), NATURAL FLAVORS, POLYSORBATE BO, AND YELLOW 5.","Not a significant source of saturated fat,trans fat, cholesterol, dietary fiber, vitaminD, calcium, iron and potassium.",28.0,g,,"Pickles, Olives, Peppers & Relishes",LI,16 fl oz/1 PT/473 mL,2021-08-20,2021-10-28,United States,,,,
6589,2014159,branded_food,"GENISOY, SWEET CRISPS, CHOCOLATE, CHOCOLATE",,2021-10-28,D.K.H.D. Corp.,GENISOY,,635992061007,"SWEET CRISP (SOY FLOUR, RICE FLOUR, WHEAT FLOUR, CORN FLOUR, OAT FLOUR, WHEAT FLOUR, SUGAR, SALT, CINNAMON), CHOCOLATE FLAVORED COATING [SUGAR, SUNFLOWER OIL, COCOA POWDER, WHEY POWDER, NONFAT MILK, SOY LECITHIN (EMULSIFIER), VANILLA FLAVOR].",,20.0,g,,Other Snacks,LI,,2017-10-29,2021-10-28,United States,,,,
6601,2015825,branded_food,"COUNTRY CHOICE, ICED OATMEAL SNACKING",,2021-10-28,Country Choice Organic,COUNTRY CHOICE,,729906180035,"ORGANIC SUGAR, ORGANIC UNBLEACHED WHEAT FLOUR, ORGANIC WHOLE GRAIN ROLLED OATS, ORGANIC PALM OIL, ORGANIC HIGH OLEIC SUNFLOWER OIL , CALCIUM CARBONATE, ORGANIC RAISIN PASTE, BAKING SODA, ORGANIC TAPIOCA STARCH, ORGANIC CINNAMON, NATURAL FLAVORS, SEA SALT, SOY LECITHIN, ORGANIC VANILLA EXTRACT, ORGANIC CANE SYRUP, CARRAGEENA.",,28.0,g,,Cookies & Biscuits,LI,7 oz/198 g,2018-07-12,2021-10-28,United States,,,,
6609,2018142,branded_food,"MEDITERRANEAN STYLE SPRING MIX & BABY SPINACH, BULGUR & QUINOA BLEND, GRAPE TOMATOES, KALAMATA OLIVES, CUCUMBER, SUGAR SNAP PEAS, FETA CHEESE, RED BELL PEPPER AND RED ONION TUSCAN HERB DRESSING, MEDITERRANEAN STYLE",,2021-10-28,"Meijer, Inc.",MEIJER,,708820684034,"SPRING MIX AND SPINACH BLEND (SPINACH, GREEN ROMAINE LETTUCE, GREEN LEAF LETTUCE, TANGO, LETTUCE, GREEN OAK LETTUCE, RED ROMAINE LETTUCE, RED LEAF LETTUCE, LOLLO ROSSA LETTUCE, RED OAK LETTUCE, RADICCHIO, ARUGULA, CHARD, KALE, MIZUNA, PAK CHOI, TATSOI, INGREDIENTS MAY VARY), DRESSING (WATER, CANOLA OIL, SUGAR, RICE VINEGAR, LEMON JUICE CONCENTRATE, DISTILLED VINEGAR, SALT, SPICES, NATURAL FLAVOR, DRIED ONION, DRIED GARLIC, YEAST EXTRACT, SUGARED LEMON FLAVEDO [LEMON PEEL, SUGAR, LEMON OIL], DRIED BELL PEPPER, CITRIC ACID, XANTHAN GUM, ACACIA GUM), BULGUR AND QUINOA (QUINOA, BULGUR, CANOLA OIL, CITRIC ACID), KALAMATA OLIVES (KALAMATA OLIVES, WATER, SEA SALT, RED WINE VINEGAR, EXTRA VIRGIN OLIVE OIL, SUNFLOWER OIL), GRAPE TOMATOES, CUCUMBERS, SUGAR SNAP PEAS, FETA CHEESE (PASTEURIZED MILK, SALT, CHEESE CULTURE, ENZYMES AND POTATO STARCH (ADDED TO PREVENT CAKING)), RED BELL PEPPER, RED ONION.",,100.0,g,,"Pickles, Olives, Peppers & Relishes",LI,12 oz/340 g,2021-02-05,2021-10-28,United States,,,,
6610,2018319,branded_food,"DRY ROASTED PEANUTS, DRY ROASTED",,2021-10-28,"Meijer, Inc.",MEIJER,,708820953178,"DRY ROASTED PEANUTS, SEASONING (SEA SALT, SUGAR, CORN STARCH, CORN SYRUP SOLIDS, YEAST EXTRACT, TORULA YEAST, ONION POWDER, GARLIC POWDER, SPICES, NATURAL SMOKE FLAVOR, PAPRIKA EXTRACT), MALTODEXTRIN.",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,16 oz/1 lbs/453 g,2021-02-04,2021-10-28,United States,,,,
6613,2019040,branded_food,"MULINO BIANCO, BARILLA, GIROTONDI SHORT BREAD BISCUIT AND CANE SUGAR",,2021-10-28,Barilla G & R F.Lli S.P.A.,MULINO BIANCO,BARILLA,76808002430,"WHEAT FLOUR, SUGAR, PALM OIL, WHEAT STARCH, LESS THAN 2%: CASEIN, SKIM MILK POWDER, HIGH FRUCTOSE CORN SYRUP, LEAVENING AGENTS (AMMONIUM BICARBONATE, DISODIUM PYROPHOSPHATE, SODIUM BICARBONATE), VANILLIN, SALT.",,30.0,g,,Cookies & Biscuits,LI,5.29 oz/150 g,2018-07-25,2021-10-28,United States,,,,
6614,2019107,branded_food,MINI CROUTONS,,2021-10-28,Osem Export (1962) Ltd.,OSEM,,77544297807,"WHEAT FLOUR (CONTAINS GLUTEN), PALM OIL, SUNFLOWER OIL, SALT, TURMERIC EXTRACT.","NOT A SIGNIFICANT SOURCE OF CHOLESTEROL, DIETARY FIBER, SUGARS, VITAMIN A, VITAMIN C, CALCIUM AND IRON.",28.0,g,,Breads & Buns,LI,14.1 oz/400 g,2020-12-08,2021-10-28,United States,,,,
6616,2019407,branded_food,"HOLIDAY MIX HARD CANDY, CANDY CANE PEPPERMINT, CHERRY, APPLE",,2021-10-28,Wm. Wrigley Jr. Company,LIFE SAVERS,,22000123732,"MADE OF: SUGAR, CORN SYRUP, HIGH FRUCTOSE CORN SYRUP; LESS THAN 2% OF: MALIC ACID, CITRIC ACID, DEXTROSE, NATURAL AND ARTIFICIAL FLAVORS, COLORS (TITANIUM DIOXIDE, RED 40, YELLOW 5, BLUE 1).","NOT A SIGNIFICANT SOURCE OF CALORIES FROM FAT, SATURATED FAT, TRANS FAT, CHOLESTEROL, DIETARY FIBER, VITAMIN A, VITAMIN C, CALCIUM AND IRON.",15.0,g,,Candy,LI,8 oz/227 g,2019-03-12,2021-10-28,United States,,,,
6621,2020347,branded_food,KETTLE POPPED CORN CHIPS,,2021-10-28,Cachere Distributing Inc.,GEFEN,,710069004511,"YELLOW CORN, SUNFLOWER OIL, SUGAR, SEA SALT.",,32.0,g,,"Chips, Pretzels & Snacks",LI,1.1 oz/32 g,2020-04-08,2021-10-28,United States,,,,
6623,2020536,branded_food,NATURAL DARK CHOCOLATE WITH CRANBERRIES ORANGE & CINNAMON NATURAL FLAVOR,,2021-10-28,The Endangered Species Chocolate Co,ENDANGERED SPECIES CHOCOLATE,,37014000481,"BITTERSWEET CHOCOLATE (CHOCOLATE LIQUOR, CANE SUGAR, COCOA BUTTER, SOY LECITHIN, VANILLA), INFUSED CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL, CELLULOSE), ORANGE OIL, CINNAMON.",,43.0,g,,Chocolate,LI,3 oz/85 g,2020-04-15,2021-10-28,United States,,,,
6629,2021214,branded_food,LIGHT CREAM CHEESE,,2021-10-28,Harris-Teeter Inc.,HARRIS TEETER,,72036560735,"PASTEURIZED MILK AND CREAM, PASTEURIZED SKIM MILK, WHEY, CHEESE CULTURE, SALT, SODIUM CITRATE*, STABILIZERS (CAROB BEAN AND/OR XANTHAN AND/OR GUAR GUMS), MODIFIED FOOD STARCH*, NATURAL FLAVOR*, ENZYMES, VITAMIN A PALMITATE.",,30.0,g,,Cheese,LI,,2018-08-15,2021-10-28,United States,,,,
6630,2021285,branded_food,100% WHOLE WHEAT,,2021-10-28,Heidelberg Baking Co.,HEIDELBERG,,31711000256,"WHOLE WHEAT FLOUR, WATER, SALT, YEAST",,41.0,g,,Breads & Buns,LI,680 g/24 oz,2020-04-26,2021-10-28,United States,,,,
6635,2022048,branded_food,"GRILLED ARTICHOKKES, ADD TO SALADS, ANTIPASTO OR PASTA",,2021-10-28,Harris-Teeter Inc.,HT TRADERS,,72036781772,"QUARTERED ARTICHOCKE HEART, SUNFLOWER OIL, VINEGAR, SUNFLOWER  OIL, VINEGAR, SALT, SPICES, CITRIC ACID AND ASCORBIC ACID.",,30.0,g,,"Pickles, Olives, Peppers & Relishes",LI,,2018-09-08,2021-10-28,United States,,,,
6636,2022447,branded_food,"GIULIANO, MARTINI PIMENTO STUFFED OLIVES",,2021-10-28,Giulianos' Specialty Foods,GIULIANO,,76479646124,"OLIVES, WATER, PIMENTO, SALT, LACTIC ACID, VERMOUTH, SODIUM ALGINATE, GUAR GUM, CALCIUM CHLORIDE, POTASSIUM SORBATE.",,15.0,g,,"Pickles, Olives, Peppers & Relishes",LI,7 oz/198 g,2020-11-19,2021-10-28,United States,,,,
6637,2022588,branded_food,"QUINOA CLUSTERS, PEANUT BUTTER CACAO",,2021-10-28,"Aqualink Nevada, LLC",I HEART KEENWAH,,736211884442,"ORGANIC QUINOA (WHOLE GRAIN QUINOA, QUINOA CRISPS, QUINOA FLAKES), ORGANIC BROWN RICE SYRUP, PEANUTS (PEANUTS, PEANUT BUTTER), ORGANIC BROWN RICE CRISPS, ORGANIC CANE SUGAR, ORGANIC DARK CHOCOLATE (CHOCOLATE LIQUOR, CANE SUGAR, COCOA BUTTER, VANILLA EXTRACT), ORGANIC CACAO NIBS, ORGANIC SUNFLOWER SEEDS, ORGANIC PEPITAS (PUMPKIN SEEDS), ORGANIC VANILLA EXTRACT (ALCOHOL, VANILLA BEANS EXTRACTIVES), BAKING SODA, ORGANIC CHIA SEEDS, ORGANIC HEMP HEARTS, SALT, ALMOND OIL.",,28.0,g,,"Popcorn, Peanuts, Seeds & Related Snacks",LI,4 oz/113.4 g,2020-11-19,2021-10-28,United States,,,,
6644,2023979,branded_food,CALIFORNIA NATURAL PEPPER JACK CHEESE,,2021-10-28,Joseph Gallo Cheese Co,JOSEPH FARMS,,52833111620,"CULTURED GRADE A PASTEURIZED MILK, SALT, ENZYMES, JALAPENO PEPPER.",,28.0,g,,Cheese,LI,16 oz/1 lbs/454 g,2017-11-07,2021-10-28,United States,,,,
6649,2024273,branded_food,MARZIPAN STYLE PEANUT CANDY,,2021-10-28,"Mazapan De La Rosa, S.A. De Cv",DE LA ROSA,,724869100090,"SUGAR, PEANUT AND ARTIFICIAL FLAVOR.",,28.0,g,,Candy,LI,11.8 oz/336 g,2020-02-26,2021-10-28,United States,,,,
6650,2024310,branded_food,"BANANA FUDGE SOFT BAKED BREAKFAST BARS, BANANA FUDGE",,2021-10-28,Target Stores,MARKET PANTRY,,85239215616,"CRUST (WHOLE WHEAT FLOUR, CANOLA OIL, WHOLE ROLLED OATS, BROWN SUGAR, CORN SYRUP, GLYCERIN, RAISIN PASTE [RAISINS, COTTONSEED AND/OR SUNFLOWER OIL], DEHYDRATED BANANAS, WHEAT STARCH, OAT FIBER, LIQUID WHOLE EGGS, VITAMINS AND MINERALS [VITAMIN A PALMITATE, CALCIUM CARBONATE, NIACINAMIDE, REDUCED IRON, ZINC OXIDE, PYRIDOXINE HYDROCHLORIDE, RIBOFLAVIN, THIAMIN HYDROCHLORIDE, FOLIC ACID], LEAVENING [SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORN STARCH, MONOCALCIUM PHOSPHATE, CALCIUM SULFATE], NATURAL FLAVOR, MODIFIED CORN STARCH, SALT, CITRIC ACID, CELLULOSE GUM, SODIUM BICARBONATE, XANTHAN GUM, SODIUM PROPIONATE - A PRESERVATIVE, SOY LECITHIN), DARK CHOCOLATE FLAVORED FILLING (SUGAR, SOYBEAN OIL, COCOA POWDER, SKIM MILK SOLIDS, COCOA POWDER [PROCESSED WITH ALKALI], SOY LECITHIN, PALM OIL, SALT, NATURAL FLAVOR).",,38.0,g,,"Snack, Energy & Granola Bars",LI,7.9 oz/225 g,2019-05-18,2021-10-28,United States,,,,
6654,2025862,branded_food,PIMIENTO STUFFED OLIVES,,2021-10-28,The Napoleon Co.,NAPOLEON,,41253009105,"INGREDIENTS: OLIVES, WATER, RED PEPPER, SALT, LACTIC ACID AND CITRIC ACID.",,15.0,g,,"Pickles, Olives, Peppers & Relishes",LI,255 g/9 oz,2017-06-24,2021-10-28,United States,,,,
6659,2026382,branded_food,CLASSIC CAESAR PREMIUM CROUTONS,,2021-10-28,Fresh Gourmet Company,FRESH GOURMET,,787359100192,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), CANOLA AND/OR SUNFLOWER OIL, HIGH FRUCTOSE CORN SYRUP, 2% OR LESS OF YEAST, SALT, WHEAT GLUTEN, MALTODEXTRIN, GARLIC POWDER, WHEY, ONION POWDER, SPICES, TORULA YEAST, NATURAL FLAVORS, CALCIUM PROPIONATE (PRESERVATIVE), PARMESAN CHEESE (PART SKIM MILK, CULTURES, SALT, ENZYMES), CALCIUM PEROXIDE, CALCIUM SULFATE, ASCORBIC ACID, AZODICARBONAMIDE, SODIUM STEAROYL LACTYLATE, CULTURED WHEY, CORN SYRUP SOLIDS, DISODIUM INOSINATE, DISODIUM GUANYLATE, CARAMEL COLOR, SUGAR, SOY SAUCE SOLIDS (WHEAT, SOYBEANS, SALT), TBHQ (TO PRESERVE FRESHNESS).",,7.0,g,,Breads & Buns,LI,5 oz/142 g,2019-01-06,2021-10-28,United States,,,,
6660,2026499,branded_food,"CHERRY GARCIA FROYO CHERRY FROZEN YOGURT WITH CHERRIES & FUDGE FLAKES, CHERRY GARCIA FROYO",,2021-10-28,Ben & Jerry's Homemade Inc.,BEN & JERRY'S,,76840100552,"WATER, SKIM MILK, LIQUID SUGAR (SUGAR, WATER), CHERRIES, CORN SYRUP SOLIDS, SUGAR, CREAM, COCONUT OIL, EGG YOLKS, NONFAT YOGURT POWDER (CULTURED NONFAT MILK), COCOA (PROCESSED WITH ALKALI), FRUIT AND VEGETABLE CONCENTRATES (COLOR), COCOA POWDER, GUAR GUM, NATURAL FLAVORS, LEMON JUICE CONCENTRATE, CAROB BEAN GUM, CARRAGEENAN, YOGURT CULTURES, MILKFAT, SOY LECITHIN, VANILLA EXTRACT.",,145.0,g,,Ice Cream & Frozen Yogurt,LI,1 PT/473 mL,2020-12-24,2021-10-28,United States,,,,
6661,2026749,branded_food,"CHEWY GRANOLA BARS, S'MORES",,2021-10-28,"Ahold USA, Inc. ",AHOLD,,688267088490,"GRANOLA (WHOLE GRAIN ROLLED OATS, WHOLE GRAIN BROWN RICE FLOUR, SUGAR, WHOLE WHEAT FLAKES, HIGH OLEIC CANOLA OIL, MOLASSES, ENRICHED WHEAT FLOUR [BLEACHED WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID], CALCIUM CARBONATE, SODIUM BICARBONATE, NONFAT DRY MILK, SOY LECITHIN, CARAMEL COLOR), CORN SYRUP, WHOLE GRAIN BROWN RICE FLOUR, SEMISWEET CHOCOLATE CHIPS (SUGAR, CHOCOLATE LIQUOR, COCOA BUTTER, SOY LECITHIN, SALT, VANILLA), SUGAR, CORN SYRUP SOLIDS, DEHYDRATED MARSHMALLOWS (SUGAR, CORN SYRUP, MODIFIED CORNSTARCH, GELATIN, ARTIFICIAL FLAVOR), HONEY GRAHAM COOKIE PIECES (WHEAT FLOUR, SUGAR, WHOLE WHEAT FLOUR, CANOLA OIL, HONEY POWDER [MALTODEXTRIN, HONEY], BAKING SODA, SALT, ANNATTO EXTRACT [COLOR], CARAMEL COLOR), INVERT SUGAR, GLYCERIN, LESS THAN 2% OF: PALM OIL, SORBITOL, CALCIUM CARBONATE, MOLASSES, SALT, SOY LECITHIN, WHEY PROTEIN CONCENTRATE, NATURAL AND ARTIFICIAL FLAVORS, MIXED TOCOPHEROLS (A PRESERVATIVE), CARAMEL COLOR, CITRIC ACID.",,24.0,g,,"Snack, Energy & Granola Bars",LI,8.4 oz/240 g,2020-09-05,2021-10-28,United States,,,,
6668,2028206,branded_food,DARK CHOCOLATE CHERRY CASHEW + ANTIOXIDANTS* BARS,,2021-10-28,KIND Inc.,KIND,PLUS,602652171666,"CASHEWS, CHERRIES, CHICORY ROOT FIBER, SUGAR, ALMONDS, PEANUTS, HONEY, PALM KERNEL OIL, GLUCOSE SYRUP, RICE FLOUR, RAISINS, CRANBERRIES, UNSWEETENED CHOCOLATE, COCOA POWDER, SOY LECITHIN, SALT, NATURAL FLAVOR, COCOA BUTTER, VITAMIN A (VIT. A ACETATE), VITAMIN C (ASCORBIC ACID), VITAMIN E (D-ALPHA TOCOPHERYL).",,40.0,g,,"Snack, Energy & Granola Bars",LI,5.6 oz/160 g,2020-04-26,2021-10-28,United States,,,,
